LAT,LON,KelasSH_bulan1,Bulan_bulan1,Id Kabkot,Id Prov,KategoriSH_bulan1,SH_bulan1,KelasCH_bulan1,KategoriCH_bulan1,CH_bulan1,KelasSH_bulan2,Bulan_bulan2,KategoriSH_bulan2,SH_bulan2,KategoriCH_bulan2,KelasCH_bulan2,CH_bulan2,KelasSH_bulan3,Bulan_bulan3,KategoriSH_bulan3,SH_bulan3,KategoriCH_bulan3,KelasCH_bulan3,CH_bulan3,rainfall,Sifat_Hujan_Rata,temperature,humidity,prediksi_awal,rekomendasi_final
-7.7,110.3,150% - 200%,JUN,Sleman,Daerah Istimewa Yogyakarta,Atas Normal,154.7734,50 - 100 mm,Rendah,75.0509,> 200%,JUL,Atas Normal,217.2704,Rendah,50 - 100 mm,58.8542,> 200%,AGT,Atas Normal,346.079,Rendah,50 - 100 mm,50.1149,61.34,239.3742666666667,25.080645161290324,86.0,"[{'nama': 'Semangka', 'skor': '99%', 'kategori': 'sangat ideal'}, {'nama': 'Kacang Hijau', 'skor': '1%', 'kategori': 'cukup ideal'}, {'nama': 'Cabai', 'skor': '0%', 'kategori': 'cukup ideal'}]","[{'nama': 'Padi', 'skor': '100%', 'kategori': 'sangat ideal'}, {'nama': 'Semangka', 'skor': '99%', 'kategori': 'sangat ideal'}, {'nama': 'Kacang Hijau', 'skor': '1%', 'kategori': 'cukup ideal'}]"
-7.7,110.35,150% - 200%,JUN,Sleman,Daerah Istimewa Yogyakarta,Atas Normal,157.1464,100 - 150 mm,Menengah,105.3549,> 200%,JUL,Atas Normal,221.6766,Rendah,50 - 100 mm,74.8112,> 200%,AGT,Atas Normal,352.6434,Rendah,50 - 100 mm,65.5434,81.90316666666666,243.8221333333333,25.387096774193548,85.24193548387096,"[{'nama': 'Kacang Hijau', 'skor': '66%', 'kategori': 'mendekati ideal'}, {'nama': 'Pisang', 'skor': '25%', 'kategori': 'cukup ideal'}, {'nama': 'Cabai', 'skor': '6%', 'kategori': 'cukup ideal'}]","[{'nama': 'Kacang Hijau', 'skor': '66%', 'kategori': 'mendekati ideal'}, {'nama': 'Pisang', 'skor': '25%', 'kategori': 'cukup ideal'}, {'nama': 'Cabai', 'skor': '6%', 'kategori': 'cukup ideal'}]"
-7.7,110.4,150% - 200%,JUN,Sleman,Daerah Istimewa Yogyakarta,Atas Normal,160.5448,50 - 100 mm,Rendah,98.7225,> 200%,JUL,Atas Normal,228.8224,Rendah,50 - 100 mm,68.9724,> 200%,AGT,Atas Normal,364.6764,Rendah,50 - 100 mm,79.0854,82.26010000000001,251.34786666666665,23.951612903225808,85.70967741935483,"[{'nama': 'Kacang Hijau', 'skor': '28%', 'kategori': 'cukup ideal'}, {'nama': 'Pisang', 'skor': '28%', 'kategori': 'cukup ideal'}, {'nama': 'Cabai', 'skor': '26%', 'kategori': 'cukup ideal'}]","[{'nama': 'Kacang Hijau', 'skor': '28%', 'kategori': 'cukup ideal'}, {'nama': 'Pisang', 'skor': '28%', 'kategori': 'cukup ideal'}, {'nama': 'Cabai', 'skor': '26%', 'kategori': 'cukup ideal'}]"
-7.7,110.45,150% - 200%,JUN,Sleman,Daerah Istimewa Yogyakarta,Atas Normal,159.6862,50 - 100 mm,Rendah,87.5807,> 200%,JUL,Atas Normal,229.1773,Rendah,50 - 100 mm,64.296,> 200%,AGT,Atas Normal,369.4563,Rendah,50 - 100 mm,89.1694,80.3487,252.77326666666667,24.70967741935484,84.40322580645162,"[{'nama': 'Kacang Hijau', 'skor': '47%', 'kategori': 'cukup ideal'}, {'nama': 'Pisang', 'skor': '30%', 'kategori': 'cukup ideal'}, {'nama': 'Cabai', 'skor': '15%', 'kategori': 'cukup ideal'}]","[{'nama': 'Kacang Hijau', 'skor': '47%', 'kategori': 'cukup ideal'}, {'nama': 'Pisang', 'skor': '30%', 'kategori': 'cukup ideal'}, {'nama': 'Cabai', 'skor': '15%', 'kategori': 'cukup ideal'}]"
-7.65,110.15,150% - 200%,JUN,Kulon Progo,Daerah Istimewa Yogyakarta,Atas Normal,156.0738,100 - 150 mm,Menengah,103.5726,> 200%,JUL,Atas Normal,219.0814,Rendah,50 - 100 mm,72.4972,> 200%,AGT,Atas Normal,359.0866,Rendah,50 - 100 mm,82.5541,86.20796666666666,244.74726666666663,23.90322580645161,88.25806451612904,"[{'nama': 'Kacang Hijau', 'skor': '30%', 'kategori': 'cukup ideal'}, {'nama': 'Pepaya', 'skor': '23%', 'kategori': 'cukup ideal'}, {'nama': 'Cabai', 'skor': '16%', 'kategori': 'cukup ideal'}]","[{'nama': 'Kacang Hijau', 'skor': '30%', 'kategori': 'cukup ideal'}, {'nama': 'Pepaya', 'skor': '23%', 'kategori': 'cukup ideal'}, {'nama': 'Cabai', 'skor': '16%', 'kategori': 'cukup ideal'}]"
-7.65,110.25,150% - 200%,JUN,Kulon Progo,Daerah Istimewa Yogyakarta,Atas Normal,158.1552,50 - 100 mm,Rendah,76.9713,> 200%,JUL,Atas Normal,223.295,Rendah,50 - 100 mm,61.1983,> 200%,AGT,Atas Normal,364.5593,Rendah,50 - 100 mm,68.8891,69.01956666666666,248.6698333333333,23.951612903225808,87.38709677419355,"[{'nama': 'Semangka', 'skor': '81%', 'kategori': 'sangat ideal'}, {'nama': 'Kacang Hijau', 'skor': '13%', 'kategori': 'cukup ideal'}, {'nama': 'Cabai', 'skor': '3%', 'kategori': 'cukup ideal'}]","[{'nama': 'Semangka', 'skor': '81%', 'kategori': 'sangat ideal'}, {'nama': 'Kacang Hijau', 'skor': '13%', 'kategori': 'cukup ideal'}, {'nama': 'Cabai', 'skor': '3%', 'kategori': 'cukup ideal'}]"
-7.65,110.35,150% - 200%,JUN,Sleman,Daerah Istimewa Yogyakarta,Atas Normal,162.0793,100 - 150 mm,Menengah,132.9511,> 200%,JUL,Atas Normal,230.8486,Menengah,100 - 150 mm,107.2366,> 200%,AGT,Atas Normal,375.9003,Rendah,50 - 100 mm,84.3926,108.19343333333336,256.2760666666667,23.741935483870968,87.01612903225806,"[{'nama': 'Jeruk', 'skor': '37%', 'kategori': 'cukup ideal'}, {'nama': 'Pisang', 'skor': '28%', 'kategori': 'cukup ideal'}, {'nama': 'Kubis', 'skor': '13%', 'kategori': 'cukup ideal'}]","[{'nama': 'Jeruk', 'skor': '37%', 'kategori': 'cukup ideal'}, {'nama': 'Pisang', 'skor': '28%', 'kategori': 'cukup ideal'}, {'nama': 'Kubis', 'skor': '13%', 'kategori': 'cukup ideal'}]"
-7.65,110.4,150% - 200%,JUN,Sleman,Daerah Istimewa Yogyakarta,Atas Normal,165.4647,100 - 150 mm,Menengah,122.6561,> 200%,JUL,Atas Normal,238.295,Rendah,50 - 100 mm,90.4794,> 200%,AGT,Atas Normal,388.9361,Rendah,50 - 100 mm,96.2249,103.12013333333331,264.2319333333333,23.5,86.8225806451613,"[{'nama': 'Pisang', 'skor': '40%', 'kategori': 'cukup ideal'}, {'nama': 'Jeruk', 'skor': '20%', 'kategori': 'cukup ideal'}, {'nama': 'Cabai', 'skor': '14%', 'kategori': 'cukup ideal'}]","[{'nama': 'Pisang', 'skor': '40%', 'kategori': 'cukup ideal'}, {'nama': 'Jeruk', 'skor': '20%', 'kategori': 'cukup ideal'}, {'nama': 'Cabai', 'skor': '14%', 'kategori': 'cukup ideal'}]"
-7.65,110.45,150% - 200%,JUN,Sleman,Daerah Istimewa Yogyakarta,Atas Normal,163.9849,50 - 100 mm,Rendah,93.9512,> 200%,JUL,Atas Normal,237.2655,Rendah,50 - 100 mm,75.8733,> 200%,AGT,Atas Normal,390.8346,Menengah,100 - 150 mm,119.5834,96.4693,264.02833333333336,23.56451612903226,86.35483870967742,"[{'nama': 'Pisang', 'skor': '58%', 'kategori': 'cukup ideal'}, {'nama': 'Cabai', 'skor': '17%', 'kategori': 'cukup ideal'}, {'nama': 'Kubis', 'skor': '8%', 'kategori': 'cukup ideal'}]","[{'nama': 'Pisang', 'skor': '58%', 'kategori': 'cukup ideal'}, {'nama': 'Cabai', 'skor': '17%', 'kategori': 'cukup ideal'}, {'nama': 'Kubis', 'skor': '8%', 'kategori': 'cukup ideal'}]"
-7.6,110.4,150% - 200%,JUN,Sleman,Daerah Istimewa Yogyakarta,Atas Normal,169.3446,100 - 150 mm,Menengah,116.869,> 200%,JUL,Atas Normal,244.5963,Rendah,50 - 100 mm,85.4368,> 200%,AGT,Atas Normal,407.0447,Menengah,100 - 150 mm,102.4987,101.6015,273.66186666666664,22.016129032258064,89.16129032258064,"[{'nama': 'Jeruk', 'skor': '97%', 'kategori': 'sangat ideal'}, {'nama': 'Pepaya', 'skor': '2%', 'kategori': 'cukup ideal'}, {'nama': 'Kubis', 'skor': '0%', 'kategori': 'cukup ideal'}]","[{'nama': 'Jeruk', 'skor': '97%', 'kategori': 'sangat ideal'}, {'nama': 'Pepaya', 'skor': '2%', 'kategori': 'cukup ideal'}, {'nama': 'Kubis', 'skor': '0%', 'kategori': 'cukup ideal'}]"
-7.6,110.45,150% - 200%,JUN,Sleman,Daerah Istimewa Yogyakarta,Atas Normal,168.1731,50 - 100 mm,Rendah,98.7322,> 200%,JUL,Atas Normal,243.1627,Rendah,50 - 100 mm,84.8213,> 200%,AGT,Atas Normal,407.224,Menengah,100 - 150 mm,113.366,98.97316666666666,272.8532666666667,21.741935483870968,88.30645161290323,"[{'nama': 'Jeruk', 'skor': '93%', 'kategori': 'sangat ideal'}, {'nama': 'Pepaya', 'skor': '3%', 'kategori': 'cukup ideal'}, {'nama': 'Kubis', 'skor': '1%', 'kategori': 'cukup ideal'}]","[{'nama': 'Jeruk', 'skor': '93%', 'kategori': 'sangat ideal'}, {'nama': 'Pepaya', 'skor': '3%', 'kategori': 'cukup ideal'}, {'nama': 'Kubis', 'skor': '1%', 'kategori': 'cukup ideal'}]"
-7.55,110.45,150% - 200%,JUN,Sleman,Daerah Istimewa Yogyakarta,Atas Normal,169.6736,100 - 150 mm,Menengah,109.4133,> 200%,JUL,Atas Normal,243.7972,Rendah,50 - 100 mm,93.9298,> 200%,AGT,Atas Normal,414.1497,Menengah,100 - 150 mm,103.0354,102.12616666666666,275.8735,21.741935483870968,88.30645161290323,"[{'nama': 'Jeruk', 'skor': '97%', 'kategori': 'sangat ideal'}, {'nama': 'Pepaya', 'skor': '1%', 'kategori': 'cukup ideal'}, {'nama': 'Kubis', 'skor': '1%', 'kategori': 'cukup ideal'}]","[{'nama': 'Jeruk', 'skor': '97%', 'kategori': 'sangat ideal'}, {'nama': 'Pepaya', 'skor': '1%', 'kategori': 'cukup ideal'}, {'nama': 'Kubis', 'skor': '1%', 'kategori': 'cukup ideal'}]"
